year,net_worth,home_value,mortgage,home_equity,total_net_worth,person1_income,person2_income,taxable_income,taxable_wage_income,non_ss_taxable_income,withdrawal_taxable_income,taxable_withdrawal_basis_portion,taxable_withdrawal_gain_portion,roth_withdrawal_basis_portion,roth_withdrawal_earnings_portion,other_taxable_income,taxable_social_security_income,social_security_taxable_fraction,social_security_provisional_income,tax_phase,tax_mode,tax_filing_status,annual_taxes,annual_federal_taxes,annual_state_taxes,federal_standard_deduction,federal_taxable_after_deduction,federal_effective_rate,state_tax_enabled,state_tax_name,state_tax_filing_status,state_standard_deduction,state_taxable_before_deduction,state_taxable_income,state_effective_rate,state_social_security_taxed,annual_spend,freed_payments,net_flow,required_outflows,event_outflow_total,funding_shortfall,spending_funded_ratio,rmd_required,rmd_withdrawn,rmd_shortfall,withdrawal_cash,withdrawal_taxable,withdrawal_trad_ira,withdrawal_roth,withdrawal_trad_ira_person1,withdrawal_trad_ira_person2,withdrawal_roth_person1,withdrawal_roth_person2,contribution_trad_ira,contribution_roth,contribution_trad_ira_person1,contribution_trad_ira_person2,contribution_roth_person1,contribution_roth_person2,contribution_employee_trad_ira_person1,contribution_employee_roth_person1,contribution_employee_trad_ira_person2,contribution_employee_roth_person2,contribution_employee_trad_ira,contribution_employee_roth,contribution_total,surplus_to_taxable,surplus_to_trad_ira,surplus_to_roth,employer_match_total,employer_match_person1,employer_match_person2,person1_401k_over_irs_cap,person2_401k_over_irs_cap,person1_over_total_limit,person2_over_total_limit,survivor,events_active,taxable,taxable_cost_basis,taxable_unrealized_gain,trad_ira,trad_ira_person1,trad_ira_person2,roth,roth_contribution_basis,roth_earnings,roth_person1,roth_person2,cash,liability_sample_mortgage_balance
2036,1431653.9632799253,564904.3829176303,15515.600780812481,549388.7821368178,1981042.745416743,0.0,57440.35052138263,29765.27630930795,0.0,16370.066127727949,13395.210181579998,4589.803547643678,13395.210181579998,0.0,0.0,29765.27630930795,0.0,0.0,29765.27630930795,pre_retirement,brackets,married_joint,2519.6539671842056,744.2458862406202,1775.4080809435857,22322.817446901747,7442.458862406201,0.025003829244074103,True,oregon,married_joint,4219.01249746443,29765.27630930795,25546.263811843517,0.0596469544745464,False,57440.35052138263,0.0,-32283.4105630532,106093.82721216379,46133.822723596946,0.0,1.0,0.0,0.0,0.0,14298.393185279874,17985.013729223676,0.0,0.0,0.0,0.0,0.0,0.0,5821.108799788124,17463.326399364374,0.0,5821.108799788124,0.0,17463.326399364374,0.0,0.0,4694.442580474293,14083.32774142288,4694.442580474293,14083.32774142288,23284.435199152496,0.0,0.0,0.0,4506.664877255322,0.0,4506.664877255322,False,False,0.0,0.0,False,"🏖️ Home renovation, 💰 Part-time consulting",102359.0922597841,26122.19995273936,76236.89230704473,709179.3246173328,367850.3714351989,341328.95318213396,620115.5464028084,380839.7043069064,239275.842095902,438040.14899558184,182075.39740722653,0.0,15515.600780812481
2037,1529150.9784465074,567646.6372036381,0.0,567646.6372036381,2096797.6156501453,0.0,58014.754026596434,15893.268085172764,0.0,15893.268085172764,0.0,0.0,0.0,0.0,0.0,15893.268085172764,0.0,0.0,15893.268085172764,pre_retirement,brackets,married_joint,670.4069446836511,0.0,670.4069446836511,21672.638297962858,0.0,0.0,True,oregon,married_joint,4096.128638314981,15893.268085172764,11797.139446857784,0.04218181818181818,False,58014.754026596434,14303.941276655487,15078.37688516936,73133.58650325533,14448.42553197524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5905.88222891125,17717.64668673375,0.0,5905.88222891125,0.0,17717.64668673375,0.0,0.0,4762.808249121977,14288.424747365927,4762.808249121977,14288.424747365927,23623.528915645,0.0,0.0,0.0,4572.295919157097,0.0,4572.295919157097,False,False,0.0,0.0,False,"🏠 Sample Mortgage paid off, 💰 Part-time consulting",106562.77148559853,25361.35917741685,81201.41230818168,744209.7558086839,382957.2362038482,361252.5196048357,663300.0742670554,387464.9324215943,275835.14184546116,456029.56482326443,207270.50944379097,15078.37688516936,0.0
2038,1467162.9821224643,570402.2034036558,0.0,570402.2034036558,2037565.18552612,0.0,0.0,85694.88960363354,0.0,0.0,85694.88960363354,24445.383918534855,85694.88960363354,0.0,0.0,85694.88960363354,0.0,0.0,85694.88960363354,retirement,brackets,married_joint,14140.274713617182,7423.860980889274,6716.413732727908,21041.396405789186,64653.49319784436,0.08663131506705968,True,oregon,married_joint,3976.8239206941557,85694.88960363354,81718.06568293938,0.07837589573653089,False,96000.0,0.0,-124167.87231747663,124167.87231747663,14027.597603859456,0.0,1.0,0.0,0.0,0.0,14027.597603859456,110140.2735221684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,🎉 Retirement (S),798.8137244406332,177.29489449121192,621.5188299494213,774772.9331588851,398684.50910814217,376088.424050743,690540.4559578288,376179.5460403828,314360.9099174459,474757.7692815403,215782.68667628843,1050.779281309904,0.0
2039,1443249.0125018298,573171.1461386249,0.0,573171.1461386249,2016420.1586404548,25494.818169344566,0.0,659.4884099286204,0.0,0.0,659.4884099286204,172.13096552544846,659.4884099286204,41781.343854769744,40460.46611898526,659.4884099286204,0.0,0.0,13406.897494600904,retirement,brackets,married_joint,0.0,0.0,0.0,20428.540199795323,0.0,0.0,True,oregon,married_joint,3860.9940977613164,659.4884099286204,0.0,0.0,False,96000.0,0.0,-84124.20863051899,109619.02679986355,13619.02679986355,0.0,1.0,0.0,0.0,0.0,1050.779281309904,831.6193754540689,0.0,82241.80997375501,0.0,0.0,56542.578943703105,25699.231030051902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,🏛️ SS Begins (A),0.0,0.0,0.0,806591.2778895849,415057.66904530174,391533.6088442832,636657.7346122448,323441.5163786116,313216.2182336332,437712.52396949654,198945.2106427482,0.0,0.0
2040,1418050.2014322262,575953.5303431812,0.0,575953.5303431812,1994003.7317754072,24752.25064984909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40019.943877721045,44450.161588802235,0.0,0.0,0.0,12376.125324924546,retirement,brackets,married_joint,0.0,0.0,0.0,19833.53417455857,0.0,0.0,True,oregon,married_joint,3748.537958991569,0.0,0.0,0.0,False,96000.0,0.0,-84470.1054665233,109222.35611637238,13222.356116372377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84470.1054665233,0.0,0.0,58074.56825485705,26395.53721166624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,,0.0,0.0,0.0,839716.3371660212,432103.2412789097,407613.09588711156,578333.864266205,274000.9458102514,304332.9184559536,397613.91665047425,180719.9476157307,0.0,0.0
2041,1378643.4654493986,578749.4212671772,0.0,578749.4212671772,1957392.886716576,24031.3113105331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43141.87220949331,54501.294375842284,0.0,0.0,0.0,12015.65565526655,retirement,brackets,married_joint,0.0,0.0,0.0,19255.85842190152,0.0,0.0,True,oregon,married_joint,3639.357241739388,0.0,0.0,0.0,False,96000.0,0.0,-97643.1665853356,121674.4778958687,25674.4778958687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97643.1665853356,0.0,0.0,67131.26154113522,30511.905044200383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,💸 Roof replacement,0.0,0.0,0.0,874201.7750904125,449848.84041104367,424352.9346793687,504441.6903589863,222878.46352861484,281563.2268303715,346811.84799702355,157629.84236196277,0.0,0.0
2042,1363649.2374746492,581558.884477212,0.0,581558.884477212,1945208.121951861,23331.370204401064,0.0,35845.619154239386,0.0,0.0,16013.954480498485,0.0,0.0,24371.821019629286,34777.14447024157,16013.954480498485,19831.664673740906,0.85,27679.639582699016,retirement,brackets,married_joint,2494.2901747703963,1760.8226873083222,733.467487462074,18695.008176603416,17150.610977635974,0.04912239567495581,True,oregon,married_joint,3533.3565453780457,16013.954480498485,12480.597935120439,0.045801771720737565,False,96000.0,0.0,-87626.25875477161,110957.62895917268,12463.338784402278,0.0,1.0,16013.954480498485,16013.954480498485,0.0,12463.338784402278,0.0,16013.954480498485,59148.965489870854,8240.499000019117,7773.455480479366,40665.873619715676,18483.091870155182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,,0.0,0.0,0.0,894089.5051597434,460082.71611916734,434006.78904057597,466009.1166188097,192015.03677514236,273994.07984366734,320388.82988242834,145620.2867363814,3550.615696096206,0.0
2043,1325387.0806820914,584381.9858581693,0.0,584381.9858581693,1909769.0665402606,22651.81573242822,0.0,36274.59363260098,0.0,0.0,17020.550260036995,0.0,0.0,28261.307347407088,45286.160868855404,17020.550260036995,19254.043372563985,0.85,28346.458126251106,retirement,brackets,married_joint,2700.0463058642044,1886.2991862029874,813.7471196612166,18150.49337534312,18124.100257257858,0.05200056009745945,True,oregon,married_joint,3430.44324793985,17020.550260036995,13590.107012097144,0.047809683425560884,False,96000.0,0.0,-111139.18443243268,133791.00016486092,35090.953858996705,0.0,1.0,17020.550260036995,17020.550260036995,0.0,20571.1659561332,0.0,17020.550260036995,73547.46821626248,8758.475463909526,8262.074796127468,50565.07789717415,22982.390319088336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,💸 Vehicle replacement,0.0,0.0,0.0,913787.3879756841,470218.8997735498,443568.4882021343,411599.6927064071,158161.05845370202,253438.63425270512,282981.4680085811,128618.224697826,0.0,0.0
2044,1318709.4381471274,587218.7916147622,0.0,587218.7916147622,1905928.2297618897,21992.054109153607,14167.957935704728,48767.96595633315,0.0,0.0,18031.955718203568,0.0,0.0,16551.7745368116,29636.99012280768,18031.955718203568,30736.010238129587,0.85,36111.96174063274,retirement,brackets,married_joint,4380.732422681192,3457.348099508396,923.3843231727957,17621.83822848847,31146.127727844687,0.07089383433797723,True,oregon,married_joint,3330.5274251843202,18031.955718203568,14701.428293019248,0.051208218210109256,False,95999.99999999999,0.0,-79140.54341127642,115300.55545613475,14919.82303345357,0.0,1.0,18031.955718203568,18031.955718203568,0.0,14919.82303345357,0.0,18031.955718203568,46188.76465961928,9278.92690373253,8753.028814471038,31755.525236033474,14433.239423585805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,"💸 Property tax + insurance (post-payoff), 🏛️ SS Begins (S)",0.0,0.0,0.0,933282.8172199769,480250.9043847893,453031.91283518774,382314.4882424004,137002.65114639423,245311.8370960062,262847.41471115244,119467.07353124798,3112.1326847499986,0.0
2045,1311889.9383602315,590069.3682730863,0.0,590069.3682730863,1901959.3066333176,21351.508843838456,13755.29896670362,48956.81665043053,0.0,0.0,19116.030011469767,0.0,0.0,15494.040677307601,30869.09307813726,19116.030011469767,29840.786638960763,0.85,36669.4339167408,retirement,brackets,married_joint,4585.971577456714,3549.761866739447,1036.209710717267,17108.580804357734,31848.235846072796,0.07250802052931744,True,oregon,married_joint,3233.521772023612,19116.030011469767,15882.508239446157,0.05420632370296201,False,95999.99999999999,0.0,-79964.42884793751,115071.23665847958,14485.265081022882,0.0,1.0,19116.030011469767,19116.030011469767,0.0,14485.265081022882,0.0,19116.030011469767,46363.13375544486,9836.772446536179,9279.25756493359,31875.40681900455,14487.726936440311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,,0.0,0.0,0.0,952494.8097021045,490137.0574290071,462357.75227309734,351652.23104292987,117518.24198909455,234133.98905383534,241766.61531183895,109885.61573109096,7742.897615196886,0.0
2046,1304871.7560724292,592933.7826821788,0.0,592933.7826821788,1897805.5387546082,20729.620236736366,13354.65919097439,49162.734509825495,0.0,0.0,20191.09699627135,0.0,0.0,14496.208238024457,32017.269916274712,20191.09699627135,28971.637513554142,0.85,37233.23671012673,retirement,brackets,married_joint,4788.854578281272,3642.192091361373,1146.6624869198988,16610.272625590034,32552.461884235458,0.07408440819404497,True,oregon,married_joint,3139.3415262365165,20191.09699627135,17051.75547003483,0.056790499650992254,False,96000.0,0.0,-80767.93930690343,114852.21873461417,14063.364156332897,0.0,1.0,20191.09699627135,20191.09699627135,0.0,14063.364156332897,0.0,20191.09699627135,46513.47815429917,10389.982987005706,9801.114009265642,31978.77103294484,14534.70712135433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,,0.0,0.0,0.0,971420.7325605894,499876.0040820471,471544.7284785424,319580.39305670443,99599.172333912,219981.22072279244,219716.70624752593,99863.68680917853,13870.630455135339,0.0
2047,1311833.6937024773,595812.1020155874,0.0,595812.1020155874,1907645.7957180648,20125.844890035307,12965.68853492659,67357.35388598703,0.0,0.0,39229.55047476943,0.0,0.0,9417.720321068153,22985.37453167848,39229.55047476943,28127.803411217614,0.85,55775.31718725037,retirement,brackets,married_joint,8724.178752477956,5891.294068437196,2832.88468404076,16126.478277271879,51230.875608715156,0.08746326464084593,True,oregon,married_joint,3047.904394404385,39229.55047476943,36181.64608036504,0.07221302945754468,False,96000.0,0.0,-85286.39693560626,118377.93036056816,13653.751608090191,0.0,1.0,39229.55047476943,39229.55047476943,0.0,13653.751608090191,0.0,39229.55047476943,32403.094852746635,20186.83591565162,19042.714559117805,22277.65353554844,10125.441317198194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,False,,0.0,0.0,0.0,972085.4510055413,500218.05648937664,471867.3945161647,300301.81337512156,87280.50524583671,213021.30812928485,206462.3698714633,93839.44350365826,39446.42932181457,0.0
