year,net_worth,home_value,mortgage,home_equity,total_net_worth,person1_income,person2_income,taxable_income,taxable_wage_income,non_ss_taxable_income,withdrawal_taxable_income,taxable_withdrawal_basis_portion,taxable_withdrawal_gain_portion,roth_withdrawal_basis_portion,roth_withdrawal_earnings_portion,other_taxable_income,taxable_social_security_income,social_security_taxable_fraction,social_security_provisional_income,tax_phase,tax_mode,tax_filing_status,annual_taxes,annual_federal_taxes,annual_state_taxes,federal_standard_deduction,federal_taxable_after_deduction,federal_effective_rate,state_tax_enabled,state_tax_name,state_tax_filing_status,state_standard_deduction,state_taxable_before_deduction,state_taxable_income,state_effective_rate,state_social_security_taxed,annual_spend,freed_payments,net_flow,required_outflows,event_outflow_total,funding_shortfall,spending_funded_ratio,rmd_required,rmd_withdrawn,rmd_shortfall,withdrawal_cash,withdrawal_taxable,withdrawal_trad_ira,withdrawal_roth,withdrawal_trad_ira_person1,withdrawal_trad_ira_person2,withdrawal_roth_person1,withdrawal_roth_person2,contribution_trad_ira,contribution_roth,contribution_trad_ira_person1,contribution_trad_ira_person2,contribution_roth_person1,contribution_roth_person2,contribution_employee_trad_ira_person1,contribution_employee_roth_person1,contribution_employee_trad_ira_person2,contribution_employee_roth_person2,contribution_employee_trad_ira,contribution_employee_roth,contribution_total,surplus_to_taxable,surplus_to_trad_ira,surplus_to_roth,employer_match_total,employer_match_person1,employer_match_person2,person1_401k_over_irs_cap,person2_401k_over_irs_cap,person1_over_total_limit,person2_over_total_limit,survivor,events_active,taxable,taxable_cost_basis,taxable_unrealized_gain,trad_ira,trad_ira_person1,trad_ira_person2,roth,roth_contribution_basis,roth_earnings,roth_person1,roth_person2,cash,liability_sample_mortgage_balance
2036,1129074.8235661425,535600.0,56487.21750755026,479112.7824924498,1608187.606058592,108661.9257685509,54659.28686612111,1798.2684725566469,0.0,0.0,1798.2684725566469,806.0602295818903,1798.2684725566469,0.0,0.0,1798.2684725566469,0.0,0.0,13048.96846579513,pre_retirement,brackets,married_joint,0.0,0.0,0.0,22322.817446901747,0.0,0.0,1.0,oregon,married_joint,4219.01249746443,1798.2684725566469,0.0,0.0,0.0,163321.212634672,0.0,-2604.328702138537,165925.54133681054,2604.328702138537,0.0,1.0,0.0,0.0,0.0,0.0,2604.328702138537,0.0,0.0,0.0,0.0,0.0,0.0,28950.99638101464,12407.569877577704,20354.625336615918,8596.37104439872,8723.41085854968,3684.159019028024,15265.96900246194,6542.55814391226,5730.914029599147,2456.106012685349,20996.883032061087,8998.66415659761,41358.56625859235,0.0,0.0,0.0,11363.019069933647,7269.509048791399,4093.5100211422487,0.0,0.0,0.0,0.0,0.0,🏛️ SS Begins (A),94420.31351853507,29269.27551317196,63615.74418683445,757625.6299570575,489276.4778882025,268836.66349770257,280346.04762596136,197772.9409947356,82573.10663122576,235945.46668724006,43612.71850332394,0.0,56487.21750755026
2037,1198590.5961951273,535600.0,37607.03620004219,497992.9637999578,1696583.559995085,108868.15044424121,54932.583300451704,5392.807848176624,0.0,0.0,5392.807848176624,2242.7979178218793,5392.807848176624,0.0,0.0,5392.807848176624,0.0,0.0,16315.817550349906,pre_retirement,brackets,married_joint,59.96096595769725,0.0,59.96096595769725,21672.638297962858,0.0,0.0,1.0,oregon,married_joint,4096.128638314981,5392.807848176624,1296.6792098616438,0.01124223772905925,0.0,163800.73374469293,0.0,-7645.384370244698,171446.11811493762,7585.423404287001,0.0,1.0,0.0,0.0,0.0,0.0,7645.384370244698,0.0,0.0,0.0,0.0,0.0,0.0,29190.344059255563,12510.147453966669,20552.243058330638,8638.101000924928,8808.104167855987,3702.0432861106833,15414.182293747977,6606.078125891991,5758.734000616619,2468.028857407122,21172.916294364593,9074.106983299112,41700.49151322223,0.0,0.0,0.0,11453.468235558526,7340.086806546656,4113.38142901187,0.0,0.0,0.0,0.0,0.0,,86942.2071812934,26202.733153699563,59820.69086325932,820548.9919489415,527147.4903200442,286698.26334341953,302699.9698029702,204522.7115265255,98177.25827644463,255197.82965054666,48891.80419538892,0.0,37607.03620004219
2038,1208200.1486893077,535600.0,18790.841490944444,516809.1585090555,1725009.3071983631,21209.727577035497,55207.246216953965,11222.078083087565,0.0,11222.078083087565,0.0,0.0,0.0,0.0,0.0,11222.078083087565,0.0,0.0,21826.941871605315,pre_retirement,brackets,married_joint,366.8216773409248,0.0,366.8216773409248,21041.396405789186,0.0,0.0,1.0,oregon,married_joint,3976.8239206941557,11222.078083087565,7245.254162393409,0.0326875,0.0,76416.97379398945,0.0,8400.426825071236,79238.6250520058,2454.829580675405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8680.033530055633,3720.0143700238423,0.0,8680.033530055633,0.0,3720.0143700238423,0.0,0.0,5786.689020037088,2480.0095800158947,5786.689020037088,2480.0095800158947,12400.047900079475,0.0,0.0,0.0,4133.349300026492,0.0,4133.349300026492,0.0,0.0,0.0,0.0,0.0,"💰 Part-time consulting, 🎉 Retirement (A)",89772.76193150577,25439.54675116462,65201.05331761199,810481.9601418192,519128.9195367838,292379.18252146477,302380.80134163244,202285.7537161651,100095.04762546733,249119.73768804694,52574.34292057121,8400.426825071236,18790.841490944444
2039,1318662.3154234649,535600.0,23.069614152593747,535576.9303858473,1854239.2458093124,20591.968521393686,55483.282448038735,10895.22143989084,0.0,10895.22143989084,0.0,0.0,0.0,0.0,0.0,10895.22143989084,0.0,0.0,21191.20570058768,pre_retirement,brackets,married_joint,356.1375508164318,0.0,356.1375508164318,20428.540199795323,0.0,0.0,1.0,oregon,married_joint,3860.9940977613164,10895.22143989084,7034.227342129523,0.0326875,0.0,76075.25096943243,0.0,3389.0948191460443,83581.37759017722,7149.989069928363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8722.169615152987,3738.072692208423,0.0,8722.169615152987,0.0,3738.072692208423,0.0,0.0,5814.779743435325,2492.0484614722823,5814.779743435325,2492.0484614722823,12460.24230736141,0.0,0.0,0.0,4153.414102453804,0.0,4153.414102453804,0.0,0.0,0.0,0.0,0.0,💰 Part-time consulting,92214.45138075802,24698.589078800604,68559.68676987724,882282.4054960529,559727.0450599575,324396.8234526273,331330.93141352036,200132.00833897066,131198.9230745497,269217.889357366,59083.88619969553,11789.521644217279,23.069614152593747
2040,1338554.7610800043,535600.0,0.0,535600.0,1874154.7610800043,19992.202447955035,55760.698860278935,10577.884893097902,0.0,10577.884893097902,0.0,0.0,0.0,0.0,0.0,10577.884893097902,0.0,0.0,20573.98611707542,pre_retirement,brackets,married_joint,345.7646124431377,0.0,345.7646124431377,19833.53417455857,0.0,0.0,1.0,oregon,married_joint,3748.537958991569,10577.884893097902,6829.346934106333,0.0326875,0.0,75752.90130823397,13090.132555208655,21008.340515498254,78412.57824104227,2313.912320365166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8764.510244352758,3756.218676151181,0.0,8764.510244352758,0.0,3756.218676151181,0.0,0.0,5843.006829568505,2504.1457841007878,5843.006829568505,2504.1457841007878,12520.72892050394,1064.2074804218241,0.0,5288.942446548951,4173.576306834647,0.0,4173.576306834647,0.0,0.0,0.0,0.0,0.0,"🏠 Sample Mortgage paid off, 💰 Part-time consulting",98139.50651059404,25043.420178286487,73230.91852609688,883879.975261244,551491.2657558809,329832.4135481833,334829.9479389498,203348.08184014738,131481.86609880242,271738.50455789577,65250.62934380396,26444.712232744754,0.0
2041,1426356.9506468782,535600.0,0.0,535600.0,1961956.9506468782,19409.905289276736,68363.2517445973,26136.618497994332,0.0,10269.791158347478,0.0,0.0,0.0,0.0,0.0,10269.791158347478,15866.827339646854,0.5,26136.618497994332,pre_retirement,brackets,married_joint,1023.7698060977643,688.0760076092811,335.6937984884832,19255.85842190152,6880.760076092811,0.026326129666011788,1.0,oregon,married_joint,3639.357241739388,10269.791158347478,6630.433916608091,0.0326875,0.0,87773.15703387406,12708.866558455005,15215.337463039186,95536.47728763735,6739.550447665533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8807.056410587482,3774.452747394634,0.0,8807.056410587482,0.0,3774.452747394634,0.0,0.0,5871.370940391654,2516.3018315964227,5871.370940391654,2516.3018315964227,12581.509157982116,10850.676220741509,0.0,5134.895579173739,4193.836385994038,0.0,4193.836385994038,0.0,0.0,0.0,0.0,0.0,"💰 Part-time consulting, 🏛️ SS Begins (S)",106161.24279758177,35164.676393835194,71538.51244146218,927625.3324761679,575821.4046127885,353671.92658863054,358408.7975546555,206334.67050146876,152074.12705318676,285848.5072173834,71986.750101144,25674.4778958687,0.0
2042,1482937.492985409,535599.9999999999,0.0,535599.9999999999,2018537.492985409,18844.568242016245,68284.50509937941,46579.07203285551,0.0,0.0,20391.104579069448,0.0,0.0,0.0,0.0,20391.104579069448,26187.967453786066,0.85,35795.791316590665,pre_retirement,brackets,married_joint,4137.509675559796,3048.837032742257,1088.672642817539,18695.008176603416,27884.063856252098,0.06545508314495635,1.0,oregon,married_joint,3533.3565453780457,20391.104579069448,16857.748033691405,0.05338958655395987,0.0,87129.07334139565,12338.705396558255,6020.1114337280615,93447.66730422585,2181.084287270399,0.0,1.0,20391.104579069448,20391.104579069448,0.0,0.0,0.0,20391.104579069448,0.0,12557.057658858996,7885.392934824831,0.0,0.0,8849.809111609748,3792.7753335470347,0.0,8849.809111609748,0.0,3792.7753335470347,0.0,0.0,5899.872741073164,2528.5168890313566,5899.872741073164,2528.5168890313566,12642.584445156781,42564.78540517019,0.0,4985.335513760911,4214.19481505226,0.0,4214.19481505226,0.0,0.0,0.0,0.0,0.0,,152735.8608178012,76259.46421255273,74605.69873614429,929307.2561500464,572260.2714406803,359192.09049874626,373348.0475298558,209103.0336642679,164245.0138655879,295017.9508649246,76591.44242194167,24926.677568804556,0.0
2043,1513099.6632534792,535599.9999999999,0.0,535599.9999999999,2048699.663253479,18295.697322345866,11616.315760219599,90203.91944795994,0.0,0.0,64778.70832777928,0.0,0.0,0.0,0.0,64778.70832777928,25425.211120180647,0.85,79734.71486906202,retirement,brackets,married_joint,14690.727176399583,9697.52644884269,4993.200727556893,18150.49337534312,72053.42607261681,0.10750670822499399,1.0,oregon,married_joint,3430.44324793985,64778.70832777928,61348.265079839424,0.07708089365245403,0.0,79999.99999999999,0.0,-82021.68280041007,111933.69588297553,17242.968706575968,0.0,1.0,21229.177753284894,21229.177753284894,0.0,17242.968706575968,0.0,64778.70832777928,0.0,39610.21427956925,24998.634338161293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"💸 Roof replacement, 🎉 Retirement (S)",158681.1440391497,74038.31476946868,87407.38425700786,916903.5620076371,563088.5290115915,354765.4297859827,393567.8694333844,203012.65404297854,190555.2153904059,313442.39372351626,79395.4686680581,28912.886615513482,0.0
2044,1479451.7042291076,535599.9999999999,0.0,535599.9999999999,2015051.7042291076,17762.812934316375,11277.97646623262,90941.95715472024,0.0,0.0,66257.28616425357,0.0,0.0,0.0,0.0,66257.28616425357,24684.670990466646,0.85,80777.68086452808,retirement,brackets,married_joint,15298.088004778716,10155.448215098164,5142.639789680551,17621.83822848847,73320.11892623176,0.11166955861550927,1.0,oregon,married_joint,3330.5274251843202,66257.28616425357,62926.75873906926,0.07761621532357679,0.0,79999.99999999999,0.0,-87109.80717460773,116150.59657515673,20852.50857037802,0.0,1.0,21712.13739066154,21712.13739066154,0.0,20852.50857037802,0.0,66257.28616425357,0.0,40242.47471701418,25524.66915354254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,💸 Vehicle replacement,164057.26043098082,71881.85899948413,92794.53533806629,876139.4430168271,536087.7176430479,337443.05815798487,404196.30088784604,197099.66411939662,207096.6367684494,320900.41712348396,82008.44386464458,30640.192873024243,0.0
2045,1424265.5414687544,535599.9999999999,0.0,535599.9999999999,1959865.5414687544,17245.4494507926,10949.49171478895,87962.69883610503,0.0,0.0,63996.998845360715,0.0,0.0,0.0,0.0,63996.998845360715,23965.699990744317,0.85,78094.46942815148,retirement,brackets,married_joint,14750.726079624495,9786.956502253506,4963.769577370991,17108.580804357734,70854.11803174729,0.11126131645852252,1.0,oregon,married_joint,3233.521772023612,63996.998845360715,60763.4770733371,0.07756231679729508,0.0,80000.0,0.0,-72543.78819556815,100738.7293611497,5988.003281525208,0.0,1.0,21534.70426488453,21534.70426488453,0.0,8232.494482482227,0.0,63996.998845360715,0.0,39161.293194334474,24869.543751165627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,164970.373598506,69788.21262085838,96111.68384505203,823002.1048325794,505572.41968465364,317407.0508003252,410563.3970745171,191358.89720329767,219204.49987121936,324979.7595951816,83374.39452763865,42771.45201089434,0.0
2046,1428602.2234134024,535600.0,0.0,535600.0,1964202.2234134022,16743.154806594757,10630.574480377623,73249.36085649444,0.0,0.0,49981.690962567925,0.0,0.0,0.0,0.0,49981.690962567925,23267.669893926522,0.85,63668.55560605411,retirement,brackets,married_joint,10584.469117738576,6828.609639215575,3755.8594785230002,16610.272625590034,56639.08823090441,0.09322404668690634,1.0,oregon,married_joint,3139.3415262365165,49981.690962567925,46842.34943633141,0.07514468547273952,0.0,80000.00000000001,0.0,-65148.60497041838,92522.33425739076,1937.865139652171,0.0,1.0,20935.31449101402,20935.31449101402,0.0,15056.270808472747,0.0,49981.690962567925,0.0,30852.68327633862,19190.18035081344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,173190.36028346873,67755.5462338431,104115.02578435146,787077.3178616648,483611.33821537066,303465.979646294,416038.19648520614,185785.3370905803,230252.85939462582,332821.0862598729,85414.69099656428,41525.681563975086,0.0
